Date,Time,Time_Block,Event,Site,Anemone_ID,Treatment,Bin,Open_Closed,Bucket_Temp,Out_Temp
11/7/2021,13:35,3,Heatwave Day 2,Bluestone,A51B,30C,H,Open,21,25
11/7/2021,13:35,3,Heatwave Day 2,Scotts,A38S,30C,I,Open,20,25
11/7/2021,13:35,3,Heatwave Day 2,Bluestone,A50B,30C,I,Open,20,25
11/7/2021,13:35,3,Heatwave Day 2,Bluestone,A60B,30C,I,Open,20,25
11/7/2021,13:35,3,Heatwave Day 2,Foreshore,A1F,30C,J,Open,20,25
11/7/2021,13:35,3,Heatwave Day 2,Foreshore,A23F,30C,J,Open,20,25
11/7/2021,13:35,3,Heatwave Day 2,Foreshore,A5F,30C,J,Open,20,25
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A18F,Control,K,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A19F,Control,K,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Scotts,A39S,Control,K,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A12F,Control,L,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A3F,Control,L,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Bluestone,A57B,Control,L,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A24F,Control,M,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Bluestone,A43B,Control,M,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Bluestone,A59B,Control,M,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A10F,Control,N,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Scotts,A29S,Control,N,Partially open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A2F,Control,N,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Foreshore,A21F,Control,O,Open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Scotts,A27S,Control,O,Partially open,12,12
11/7/2021,12:28,3,Heatwave Day 2,Bluestone,A54B,Control,O,Open,12,12
11/7/2021,13:18,4,Heatwave Day 2,Foreshore,A25F,25C,A,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Bluestone,A47B,25C,A,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Bluestone,A55B,25C,A,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Foreshore,A15F,25C,B,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Scotts,A42S,25C,B,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Foreshore,A6F,25C,B,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Scotts,A30S,25C,C,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Bluestone,A44B,25C,C,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Bluestone,A46B,25C,C,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Foreshore,A13F,25C,D,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Foreshore,A16F,25C,D,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Scotts,A41S,25C,D,Open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Scotts,A28S,25C,E,Partially open,25,27
11/7/2021,13:18,4,Heatwave Day 2,Scotts,A35S,25C,E,Open,25,27
11/7/2021,13:22,4,Heatwave Day 2,Bluestone,A49B,25C,E,Open,25,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A26F,30C,F,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Scotts,A34S,30C,F,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A4F,30C,F,Partially open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A14F,30C,G,Open,22,27
11/7/2021,14:37,4,Heatwave Day 2,Bluestone,A45B,30C,G,Open,22,27
11/7/2021,14:37,4,Heatwave Day 2,Bluestone,A56B,30C,G,Partially open,22,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A22F,30C,H,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Scotts,A37S,30C,H,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Bluestone,A51B,30C,H,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Scotts,A38S,30C,I,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Bluestone,A50B,30C,I,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Bluestone,A60B,30C,I,Open,23,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A1F,30C,J,Open,22,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A23F,30C,J,Open,22,27
11/7/2021,14:37,4,Heatwave Day 2,Foreshore,A5F,30C,J,Open,22,27
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A18F,Control,K,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A19F,Control,K,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Scotts,A39S,Control,K,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A12F,Control,L,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A3F,Control,L,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Bluestone,A57B,Control,L,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A24F,Control,M,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Bluestone,A43B,Control,M,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Bluestone,A59B,Control,M,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A10F,Control,N,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Scotts,A29S,Control,N,Partially open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A2F,Control,N,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Foreshore,A21F,Control,O,Open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Scotts,A27S,Control,O,Partially open,12,12
11/7/2021,13:22,4,Heatwave Day 2,Bluestone,A54B,Control,O,Open,12,12
11/7/2021,14:19,5,Heatwave Day 2,Foreshore,A25F,25C,A,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Bluestone,A47B,25C,A,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Bluestone,A55B,25C,A,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Foreshore,A15F,25C,B,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Scotts,A42S,25C,B,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Foreshore,A6F,25C,B,Partially open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Scotts,A30S,25C,C,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Bluestone,A44B,25C,C,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Bluestone,A46B,25C,C,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Foreshore,A13F,25C,D,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Foreshore,A16F,25C,D,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Scotts,A41S,25C,D,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Scotts,A28S,25C,E,Partially open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Scotts,A35S,25C,E,Open,24,25
11/7/2021,14:19,5,Heatwave Day 2,Bluestone,A49B,25C,E,Partially open,24,25
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A26F,30C,F,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Scotts,A34S,30C,F,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A4F,30C,F,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A14F,30C,G,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Bluestone,A45B,30C,G,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Bluestone,A56B,30C,G,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A22F,30C,H,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Scotts,A37S,30C,H,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Bluestone,A51B,30C,H,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Scotts,A38S,30C,I,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Bluestone,A50B,30C,I,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Bluestone,A60B,30C,I,Open,24,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A1F,30C,J,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A23F,30C,J,Open,25,30
11/7/2021,15:40,5,Heatwave Day 2,Foreshore,A5F,30C,J,Open,25,30
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A18F,Control,K,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A19F,Control,K,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Scotts,A39S,Control,K,Partially open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A12F,Control,L,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A3F,Control,L,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Bluestone,A57B,Control,L,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A24F,Control,M,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Bluestone,A43B,Control,M,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Bluestone,A59B,Control,M,Partially open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A10F,Control,N,Open,13,13
11/7/2021,14:25,5,Heatwave Day 2,Scotts,A29S,Control,N,Partially open,13,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A2F,Control,N,Open,13,13
11/7/2021,14:25,5,Heatwave Day 2,Foreshore,A21F,Control,O,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Scotts,A27S,Control,O,Open,12,13
11/7/2021,14:25,5,Heatwave Day 2,Bluestone,A54B,Control,O,Open,12,13
11/7/2021,15:25,6,Heatwave Day 2,Foreshore,A25F,25C,A,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Bluestone,A47B,25C,A,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Bluestone,A55B,25C,A,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Foreshore,A15F,25C,B,Open,24,24
11/7/2021,15:25,6,Heatwave Day 2,Scotts,A42S,25C,B,Open,24,24
11/7/2021,15:25,6,Heatwave Day 2,Foreshore,A6F,25C,B,Open,24,24
11/7/2021,15:25,6,Heatwave Day 2,Scotts,A30S,25C,C,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Bluestone,A44B,25C,C,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Bluestone,A46B,25C,C,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Foreshore,A13F,25C,D,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Foreshore,A16F,25C,D,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Scotts,A41S,25C,D,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Scotts,A28S,25C,E,Partially open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Scotts,A35S,25C,E,Open,23,24
11/7/2021,15:25,6,Heatwave Day 2,Bluestone,A49B,25C,E,Partially open,23,24
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A26F,30C,F,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Scotts,A34S,30C,F,Partially open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A4F,30C,F,Partially open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A14F,30C,G,Partially open,27,32
11/7/2021,16:33,6,Heatwave Day 2,Bluestone,A45B,30C,G,Partially open,27,32
11/7/2021,16:33,6,Heatwave Day 2,Bluestone,A56B,30C,G,Partially open,27,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A22F,30C,H,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Scotts,A37S,30C,H,Partially open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Bluestone,A51B,30C,H,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Scotts,A38S,30C,I,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Bluestone,A50B,30C,I,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Bluestone,A60B,30C,I,Partially open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A1F,30C,J,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A23F,30C,J,Open,28,32
11/7/2021,16:33,6,Heatwave Day 2,Foreshore,A5F,30C,J,Open,28,32
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A18F,Control,K,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A19F,Control,K,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Scotts,A39S,Control,K,Partially open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A12F,Control,L,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A3F,Control,L,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Bluestone,A57B,Control,L,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A24F,Control,M,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Bluestone,A43B,Control,M,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Bluestone,A59B,Control,M,Partially open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A10F,Control,N,Open,13,13
11/7/2021,15:28,6,Heatwave Day 2,Scotts,A29S,Control,N,Partially open,13,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A2F,Control,N,Open,13,13
11/7/2021,15:28,6,Heatwave Day 2,Foreshore,A21F,Control,O,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Scotts,A27S,Control,O,Open,12,13
11/7/2021,15:28,6,Heatwave Day 2,Bluestone,A54B,Control,O,Open,12,13
11/8/2021,8:47,0,Heatwave Day 3,Foreshore,A25F,25C,A,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Bluestone,A47B,25C,A,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Bluestone,A55B,25C,A,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Foreshore,A15F,25C,B,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Scotts,A42S,25C,B,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Foreshore,A6F,25C,B,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Scotts,A30S,25C,C,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Bluestone,A44B,25C,C,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Bluestone,A46B,25C,C,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Foreshore,A13F,25C,D,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Foreshore,A16F,25C,D,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Scotts,A41S,25C,D,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Scotts,A28S,25C,E,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Scotts,A35S,25C,E,Open,12,12
11/8/2021,8:47,0,Heatwave Day 3,Bluestone,A49B,25C,E,Open,12,12
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A26F,30C,F,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Scotts,A34S,30C,F,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A4F,30C,F,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A14F,30C,G,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Bluestone,A45B,30C,G,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Bluestone,A56B,30C,G,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A22F,30C,H,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Scotts,A37S,30C,H,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Bluestone,A51B,30C,H,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Scotts,A38S,30C,I,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Bluestone,A50B,30C,I,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Bluestone,A60B,30C,I,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A1F,30C,J,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A23F,30C,J,Open,12,15
11/8/2021,9:03,0,Heatwave Day 3,Foreshore,A5F,30C,J,Open,12,15
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A18F,Control,K,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A19F,Control,K,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Scotts,A39S,Control,K,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A12F,Control,L,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A3F,Control,L,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Bluestone,A57B,Control,L,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A24F,Control,M,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Bluestone,A43B,Control,M,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Bluestone,A59B,Control,M,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A10F,Control,N,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Scotts,A29S,Control,N,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A2F,Control,N,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Foreshore,A21F,Control,O,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Scotts,A27S,Control,O,Open,12,12
11/8/2021,8:49,0,Heatwave Day 3,Bluestone,A54B,Control,O,Open,12,12
11/8/2021,9:47,1,Heatwave Day 3,Foreshore,A25F,25C,A,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Bluestone,A47B,25C,A,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Bluestone,A55B,25C,A,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Foreshore,A15F,25C,B,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Scotts,A42S,25C,B,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Foreshore,A6F,25C,B,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Scotts,A30S,25C,C,Partially open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Bluestone,A44B,25C,C,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Bluestone,A46B,25C,C,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Foreshore,A13F,25C,D,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Foreshore,A16F,25C,D,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Scotts,A41S,25C,D,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Scotts,A28S,25C,E,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Scotts,A35S,25C,E,Open,16,22
11/8/2021,9:47,1,Heatwave Day 3,Bluestone,A49B,25C,E,Open,16,22
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A26F,30C,F,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Scotts,A34S,30C,F,Partially open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A4F,30C,F,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A14F,30C,G,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Bluestone,A45B,30C,G,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Bluestone,A56B,30C,G,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A22F,30C,H,Open,15,19
11/8/2021,10:00,1,Heatwave Day 3,Scotts,A37S,30C,H,Open,15,19
11/8/2021,10:00,1,Heatwave Day 3,Bluestone,A51B,30C,H,Open,15,19
11/8/2021,10:00,1,Heatwave Day 3,Scotts,A38S,30C,I,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Bluestone,A50B,30C,I,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Bluestone,A60B,30C,I,Open,14,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A1F,30C,J,Open,15,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A23F,30C,J,Open,15,19
11/8/2021,10:00,1,Heatwave Day 3,Foreshore,A5F,30C,J,Open,15,19
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A18F,Control,K,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A19F,Control,K,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Scotts,A39S,Control,K,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A12F,Control,L,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A3F,Control,L,Open,12,12
