Date,Time,Time_Block,Event,Site,Anemone_ID,Treatment,Bin,Open_Closed,Bucket_Temp,Out_Temp
11/8/2021,9:50,1,Heatwave Day 3,Bluestone,A57B,Control,L,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A24F,Control,M,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Bluestone,A43B,Control,M,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Bluestone,A59B,Control,M,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A10F,Control,N,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Scotts,A29S,Control,N,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A2F,Control,N,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Foreshore,A21F,Control,O,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Scotts,A27S,Control,O,Open,12,12
11/8/2021,9:50,1,Heatwave Day 3,Bluestone,A54B,Control,O,Open,12,12
11/8/2021,10:44,2,Heatwave Day 3,Foreshore,A25F,25C,A,Partially open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Bluestone,A47B,25C,A,Partially open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Bluestone,A55B,25C,A,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Foreshore,A15F,25C,B,Open,20,26
11/8/2021,10:44,2,Heatwave Day 3,Scotts,A42S,25C,B,Open,20,26
11/8/2021,10:44,2,Heatwave Day 3,Foreshore,A6F,25C,B,Open,20,26
11/8/2021,10:44,2,Heatwave Day 3,Scotts,A30S,25C,C,Partially open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Bluestone,A44B,25C,C,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Bluestone,A46B,25C,C,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Foreshore,A13F,25C,D,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Foreshore,A16F,25C,D,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Scotts,A41S,25C,D,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Scotts,A28S,25C,E,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Scotts,A35S,25C,E,Open,21,26
11/8/2021,10:44,2,Heatwave Day 3,Bluestone,A49B,25C,E,Open,21,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A26F,30C,F,Partially open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Scotts,A34S,30C,F,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A4F,30C,F,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A14F,30C,G,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Bluestone,A45B,30C,G,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Bluestone,A56B,30C,G,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A22F,30C,H,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Scotts,A37S,30C,H,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Bluestone,A51B,30C,H,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Scotts,A38S,30C,I,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Bluestone,A50B,30C,I,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Bluestone,A60B,30C,I,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A1F,30C,J,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A23F,30C,J,Open,18,26
11/8/2021,10:55,2,Heatwave Day 3,Foreshore,A5F,30C,J,Open,18,26
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A18F,Control,K,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A19F,Control,K,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Scotts,A39S,Control,K,Partially open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A12F,Control,L,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A3F,Control,L,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Bluestone,A57B,Control,L,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A24F,Control,M,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Bluestone,A43B,Control,M,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Bluestone,A59B,Control,M,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A10F,Control,N,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Scotts,A29S,Control,N,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A2F,Control,N,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Foreshore,A21F,Control,O,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Scotts,A27S,Control,O,Open,12,12
11/8/2021,10:46,2,Heatwave Day 3,Bluestone,A54B,Control,O,Open,12,12
11/8/2021,11:42,3,Heatwave Day 3,Foreshore,A25F,25C,A,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Bluestone,A47B,25C,A,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Bluestone,A55B,25C,A,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Foreshore,A15F,25C,B,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Scotts,A42S,25C,B,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Foreshore,A6F,25C,B,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Scotts,A30S,25C,C,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Bluestone,A44B,25C,C,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Bluestone,A46B,25C,C,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Foreshore,A13F,25C,D,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Foreshore,A16F,25C,D,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Scotts,A41S,25C,D,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Scotts,A28S,25C,E,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Scotts,A35S,25C,E,Open,24,27
11/8/2021,11:42,3,Heatwave Day 3,Bluestone,A49B,25C,E,Open,24,27
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A26F,30C,F,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Scotts,A34S,30C,F,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A4F,30C,F,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A14F,30C,G,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Bluestone,A45B,30C,G,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Bluestone,A56B,30C,G,Partially open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A22F,30C,H,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Scotts,A37S,30C,H,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Bluestone,A51B,30C,H,Partially open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Scotts,A38S,30C,I,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Bluestone,A50B,30C,I,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Bluestone,A60B,30C,I,Open,23,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A1F,30C,J,Open,25,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A23F,30C,J,Open,25,31
11/8/2021,11:52,3,Heatwave Day 3,Foreshore,A5F,30C,J,Open,25,31
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A18F,Control,K,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A19F,Control,K,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Scotts,A39S,Control,K,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A12F,Control,L,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A3F,Control,L,Partially open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Bluestone,A57B,Control,L,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A24F,Control,M,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Bluestone,A43B,Control,M,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Bluestone,A59B,Control,M,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A10F,Control,N,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Scotts,A29S,Control,N,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A2F,Control,N,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Foreshore,A21F,Control,O,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Scotts,A27S,Control,O,Open,12,13
11/8/2021,11:44,3,Heatwave Day 3,Bluestone,A54B,Control,O,Partially open,12,13
11/8/2021,12:50,4,Heatwave Day 3,Foreshore,A25F,25C,A,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Bluestone,A47B,25C,A,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Bluestone,A55B,25C,A,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Foreshore,A15F,25C,B,Partially open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Scotts,A42S,25C,B,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Foreshore,A6F,25C,B,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Scotts,A30S,25C,C,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Bluestone,A44B,25C,C,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Bluestone,A46B,25C,C,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Foreshore,A13F,25C,D,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Foreshore,A16F,25C,D,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Scotts,A41S,25C,D,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Scotts,A28S,25C,E,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Scotts,A35S,25C,E,Open,25,27
11/8/2021,12:50,4,Heatwave Day 3,Bluestone,A49B,25C,E,Partially open,25,27
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A26F,30C,F,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Scotts,A34S,30C,F,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A4F,30C,F,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A14F,30C,G,Open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Bluestone,A45B,30C,G,Open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Bluestone,A56B,30C,G,Partially open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A22F,30C,H,Open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Scotts,A37S,30C,H,Partially open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Bluestone,A51B,30C,H,Partially open,27,32
11/8/2021,13:01,4,Heatwave Day 3,Scotts,A38S,30C,I,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Bluestone,A50B,30C,I,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Bluestone,A60B,30C,I,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A1F,30C,J,Partially open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A23F,30C,J,Open,28,32
11/8/2021,13:01,4,Heatwave Day 3,Foreshore,A5F,30C,J,Open,28,32
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A18F,Control,K,Open,13,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A19F,Control,K,Open,13,13
11/8/2021,12:53,4,Heatwave Day 3,Scotts,A39S,Control,K,Open,13,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A12F,Control,L,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A3F,Control,L,Partially open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Bluestone,A57B,Control,L,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A24F,Control,M,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Bluestone,A43B,Control,M,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Bluestone,A59B,Control,M,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A10F,Control,N,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Scotts,A29S,Control,N,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A2F,Control,N,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Foreshore,A21F,Control,O,Open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Scotts,A27S,Control,O,Partially open,12,13
11/8/2021,12:53,4,Heatwave Day 3,Bluestone,A54B,Control,O,Open,12,13
11/8/2021,13:45,5,Heatwave Day 3,Foreshore,A25F,25C,A,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Bluestone,A47B,25C,A,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Bluestone,A55B,25C,A,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Foreshore,A15F,25C,B,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Scotts,A42S,25C,B,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Foreshore,A6F,25C,B,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Scotts,A30S,25C,C,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Bluestone,A44B,25C,C,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Bluestone,A46B,25C,C,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Foreshore,A13F,25C,D,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Foreshore,A16F,25C,D,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Scotts,A41S,25C,D,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Scotts,A28S,25C,E,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Scotts,A35S,25C,E,Open,25,27
11/8/2021,13:45,5,Heatwave Day 3,Bluestone,A49B,25C,E,Open,25,27
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A26F,30C,F,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Scotts,A34S,30C,F,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A4F,30C,F,Open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A14F,30C,G,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Bluestone,A45B,30C,G,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Bluestone,A56B,30C,G,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A22F,30C,H,Open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Scotts,A37S,30C,H,Open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Bluestone,A51B,30C,H,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Scotts,A38S,30C,I,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Bluestone,A50B,30C,I,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Bluestone,A60B,30C,I,Partially open,29,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A1F,30C,J,Partially open,30,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A23F,30C,J,Open,30,33
11/8/2021,13:55,5,Heatwave Day 3,Foreshore,A5F,30C,J,Open,30,33
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A18F,Control,K,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A19F,Control,K,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Scotts,A39S,Control,K,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A12F,Control,L,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A3F,Control,L,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Bluestone,A57B,Control,L,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A24F,Control,M,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Bluestone,A43B,Control,M,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Bluestone,A59B,Control,M,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A10F,Control,N,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Scotts,A29S,Control,N,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A2F,Control,N,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Foreshore,A21F,Control,O,Open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Scotts,A27S,Control,O,Partially open,13,13
11/8/2021,13:48,5,Heatwave Day 3,Bluestone,A54B,Control,O,Open,13,13
11/8/2021,14:42,6,Heatwave Day 3,Foreshore,A25F,25C,A,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Bluestone,A47B,25C,A,Partially open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Bluestone,A55B,25C,A,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Foreshore,A15F,25C,B,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Scotts,A42S,25C,B,Partially open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Foreshore,A6F,25C,B,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Scotts,A30S,25C,C,Partially open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Bluestone,A44B,25C,C,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Bluestone,A46B,25C,C,Open,25,27
11/8/2021,14:42,6,Heatwave Day 3,Foreshore,A13F,25C,D,Partially open,26,27
11/8/2021,14:42,6,Heatwave Day 3,Foreshore,A16F,25C,D,Open,26,27
11/8/2021,14:42,6,Heatwave Day 3,Scotts,A41S,25C,D,Open,26,27
11/8/2021,14:42,6,Heatwave Day 3,Scotts,A28S,25C,E,Open,26,27
11/8/2021,14:42,6,Heatwave Day 3,Scotts,A35S,25C,E,Open,26,27
11/8/2021,14:42,6,Heatwave Day 3,Bluestone,A49B,25C,E,Partially open,26,27
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A26F,30C,F,Partially open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Scotts,A34S,30C,F,Partially open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A4F,30C,F,Open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A14F,30C,G,Open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Bluestone,A45B,30C,G,Partially open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Bluestone,A56B,30C,G,Open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A22F,30C,H,Partially open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Scotts,A37S,30C,H,Open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Bluestone,A51B,30C,H,Open,29,33
11/8/2021,14:55,6,Heatwave Day 3,Scotts,A38S,30C,I,Open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Bluestone,A50B,30C,I,Open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Bluestone,A60B,30C,I,Partially open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A1F,30C,J,Partially open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A23F,30C,J,Partially open,30,33
11/8/2021,14:55,6,Heatwave Day 3,Foreshore,A5F,30C,J,Open,30,33
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A18F,Control,K,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A19F,Control,K,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Scotts,A39S,Control,K,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A12F,Control,L,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A3F,Control,L,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Bluestone,A57B,Control,L,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A24F,Control,M,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Bluestone,A43B,Control,M,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Bluestone,A59B,Control,M,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A10F,Control,N,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Scotts,A29S,Control,N,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A2F,Control,N,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Foreshore,A21F,Control,O,Open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Scotts,A27S,Control,O,Partially open,13,13
11/8/2021,14:45,6,Heatwave Day 3,Bluestone,A54B,Control,O,Open,13,13
